dictionary_id,dataset_id,file_pattern,file_role,format,object_or_sheet,variable_name_or_pattern,description,data_type,unit_or_scale,allowed_values_or_range,missing_value_convention,spatial_support,temporal_support,source_or_provenance,source_url,generated_by,used_by,notes,verification_status
D0322,FIGURES5_ASSIGNMENTS,Output/Intermediate/FigureS5/FigureS5_cluster_assignments.csv,generated intermediate,CSV,,cell_id,Coordinate-based unique cell key.,character,none,,,native LME grid location,analysis-wide,Derived from Figure 6 assignments,,Code/Supplementary/FigureS5.R,supplementary clustering consistency,,verified from current scripts
D0323,FIGURES5_ASSIGNMENTS,Output/Intermediate/FigureS5/FigureS5_cluster_assignments.csv,generated intermediate,CSV,,number_of_event_years,Number of REACHES event years.,integer,years,,,native LME grid location,analysis-wide,Derived from Figure 6 assignments,,Code/Supplementary/FigureS5.R,supplementary clustering consistency,,verified from current scripts
D0324,FIGURES5_DIAGNOSTICS,Output/Intermediate/FigureS5/FigureS5_diagnostics.csv,generated diagnostic,CSV,,quantity,Diagnostic quantity name.,character,none,,,Figure S5 workflow,analysis-wide,"Derived from REACHES, LME, posterior, and cluster assignments",,Code/Supplementary/FigureS5.R,workflow diagnostics,,verified from current scripts
D0325,FIGURES5_DIAGNOSTICS,Output/Intermediate/FigureS5/FigureS5_diagnostics.csv,generated diagnostic,CSV,,value,Diagnostic value serialized as text.,character,mixed,,,Figure S5 workflow,analysis-wide,"Derived from REACHES, LME, posterior, and cluster assignments",,Code/Supplementary/FigureS5.R,workflow diagnostics,,verified from current scripts
D0326,COVERAGE_CLIMATE_SUMMARY,Output/Intermediate/coverage_population/lme_climate_summaries.csv,generated intermediate,CSV,,cell_id,Native LME grid-cell identifier.,integer,none,,,native LME grid cell,1368–1911 summary,Derived from CESM LME annual archive,https://www.cesm.ucar.edu/community-projects/lme,Code/Analysis/coverage_population_GAM.R,coverage/population model panel,,verified from current scripts
D0327,COVERAGE_CLIMATE_SUMMARY,Output/Intermediate/coverage_population/lme_climate_summaries.csv,generated intermediate,CSV,,lati,Grid-cell latitude.,numeric,decimal degrees north,,,native LME grid cell,1368–1911 summary,Derived from CESM LME annual archive,https://www.cesm.ucar.edu/community-projects/lme,Code/Analysis/coverage_population_GAM.R,coverage/population model panel,,verified from current scripts
D0328,COVERAGE_CLIMATE_SUMMARY,Output/Intermediate/coverage_population/lme_climate_summaries.csv,generated intermediate,CSV,,long,Grid-cell longitude.,numeric,decimal degrees east,,,native LME grid cell,1368–1911 summary,Derived from CESM LME annual archive,https://www.cesm.ucar.edu/community-projects/lme,Code/Analysis/coverage_population_GAM.R,coverage/population model panel,,verified from current scripts
D0329,COVERAGE_CLIMATE_SUMMARY,Output/Intermediate/coverage_population/lme_climate_summaries.csv,generated intermediate,CSV,,Lbar_g,Long-run mean temperature over all members and analysis years.,numeric,degrees Celsius,,,native LME grid cell,1368–1911 summary,Derived from CESM LME annual archive,https://www.cesm.ucar.edu/community-projects/lme,Code/Analysis/coverage_population_GAM.R,coverage/population model panel,,verified from current scripts
D0330,COVERAGE_CLIMATE_SUMMARY,Output/Intermediate/coverage_population/lme_climate_summaries.csv,generated intermediate,CSV,,sigma2_g,Variance of member-specific temperature anomalies.,numeric,degrees Celsius squared,,,native LME grid cell,1368–1911 summary,Derived from CESM LME annual archive,https://www.cesm.ucar.edu/community-projects/lme,Code/Analysis/coverage_population_GAM.R,coverage/population model panel,,verified from current scripts
D0331,COVERAGE_CLIMATE_SUMMARY,Output/Intermediate/coverage_population/lme_climate_summaries.csv,generated intermediate,CSV,,sigma_g,Standard deviation of member-specific temperature anomalies.,numeric,degrees Celsius,,,native LME grid cell,1368–1911 summary,Derived from CESM LME annual archive,https://www.cesm.ucar.edu/community-projects/lme,Code/Analysis/coverage_population_GAM.R,coverage/population model panel,,verified from current scripts
D0332,COVERAGE_CLIMATE_SUMMARY,Output/Intermediate/coverage_population/lme_climate_summaries.csv,generated intermediate,CSV,,pcold_g,Proportion of anomalies at or below the global 10th-percentile threshold.,numeric,proportion,,,native LME grid cell,1368–1911 summary,Derived from CESM LME annual archive,https://www.cesm.ucar.edu/community-projects/lme,Code/Analysis/coverage_population_GAM.R,coverage/population model panel,,verified from current scripts
D0333,COVERAGE_CLIMATE_SUMMARY,Output/Intermediate/coverage_population/lme_climate_summaries.csv,generated intermediate,CSV,,pwarm_g,Proportion of anomalies at or above the global 90th-percentile threshold.,numeric,proportion,,,native LME grid cell,1368–1911 summary,Derived from CESM LME annual archive,https://www.cesm.ucar.edu/community-projects/lme,Code/Analysis/coverage_population_GAM.R,coverage/population model panel,,verified from current scripts
D0334,POPULATION_ON_LME_GRID,Output/Intermediate/coverage_population/population_on_lme_grid.csv,generated intermediate,CSV,,cell_id,Native LME grid-cell identifier.,integer,none,,,native LME grid cell,time-invariant identifier,Aggregated historical population rasters,,Code/Analysis/coverage_population_GAM.R,coverage/population model panel,,verified from current scripts
D0335,COVERAGE_MODEL_PANEL,Output/Intermediate/coverage_population/coverage_population_model_panel.csv.gz,generated analysis dataset,CSV.GZ,,cell_id,Native LME grid-cell identifier.,integer,none,,Rows with incomplete model variables are excluded,native LME grid cell,"annual, 1368–1911","Derived from REACHES, CESM LME, and population rasters",,Code/Analysis/coverage_population_GAM.R,GAMs M1–M4,All four GAMs are fit on this common complete-case panel.,verified from current scripts
D0336,COVERAGE_MODEL_PANEL,Output/Intermediate/coverage_population/coverage_population_model_panel.csv.gz,generated analysis dataset,CSV.GZ,,R,Binary documentary-coverage indicator R_gu.,integer,0 or 1,,Rows with incomplete model variables are excluded,native LME grid cell,"annual, 1368–1911","Derived from REACHES, CESM LME, and population rasters",,Code/Analysis/coverage_population_GAM.R,GAMs M1–M4,All four GAMs are fit on this common complete-case panel.,verified from current scripts
D0337,COVERAGE_MODEL_PANEL,Output/Intermediate/coverage_population/coverage_population_model_panel.csv.gz,generated analysis dataset,CSV.GZ,,Ngu,Number of distinct documentary sites in cell g and year u.,integer,sites,,Rows with incomplete model variables are excluded,native LME grid cell,"annual, 1368–1911","Derived from REACHES, CESM LME, and population rasters",,Code/Analysis/coverage_population_GAM.R,GAMs M1–M4,All four GAMs are fit on this common complete-case panel.,verified from current scripts
D0338,COVERAGE_MODEL_PANEL,Output/Intermediate/coverage_population/coverage_population_model_panel.csv.gz,generated analysis dataset,CSV.GZ,,long,Grid-cell longitude.,numeric,decimal degrees east,,Rows with incomplete model variables are excluded,native LME grid cell,"annual, 1368–1911","Derived from REACHES, CESM LME, and population rasters",,Code/Analysis/coverage_population_GAM.R,GAMs M1–M4,All four GAMs are fit on this common complete-case panel.,verified from current scripts
D0339,COVERAGE_MODEL_PANEL,Output/Intermediate/coverage_population/coverage_population_model_panel.csv.gz,generated analysis dataset,CSV.GZ,,lat,Grid-cell latitude.,numeric,decimal degrees north,,Rows with incomplete model variables are excluded,native LME grid cell,"annual, 1368–1911","Derived from REACHES, CESM LME, and population rasters",,Code/Analysis/coverage_population_GAM.R,GAMs M1–M4,All four GAMs are fit on this common complete-case panel.,verified from current scripts
D0340,COVERAGE_MODEL_PANEL,Output/Intermediate/coverage_population/coverage_population_model_panel.csv.gz,generated analysis dataset,CSV.GZ,,year,Calendar year.,integer,Common Era year,,Rows with incomplete model variables are excluded,native LME grid cell,"annual, 1368–1911","Derived from REACHES, CESM LME, and population rasters",,Code/Analysis/coverage_population_GAM.R,GAMs M1–M4,All four GAMs are fit on this common complete-case panel.,verified from current scripts
D0341,COVERAGE_MODEL_PANEL,Output/Intermediate/coverage_population/coverage_population_model_panel.csv.gz,generated analysis dataset,CSV.GZ,,Lbar_g,Long-run mean LME temperature.,numeric,degrees Celsius,,Rows with incomplete model variables are excluded,native LME grid cell,"annual, 1368–1911","Derived from REACHES, CESM LME, and population rasters",,Code/Analysis/coverage_population_GAM.R,GAMs M1–M4,All four GAMs are fit on this common complete-case panel.,verified from current scripts
D0342,COVERAGE_MODEL_PANEL,Output/Intermediate/coverage_population/coverage_population_model_panel.csv.gz,generated analysis dataset,CSV.GZ,,sigma_g,Standard deviation of member-specific anomalies.,numeric,degrees Celsius,,Rows with incomplete model variables are excluded,native LME grid cell,"annual, 1368–1911","Derived from REACHES, CESM LME, and population rasters",,Code/Analysis/coverage_population_GAM.R,GAMs M1–M4,All four GAMs are fit on this common complete-case panel.,verified from current scripts
D0343,COVERAGE_MODEL_PANEL,Output/Intermediate/coverage_population/coverage_population_model_panel.csv.gz,generated analysis dataset,CSV.GZ,,pcold_g,Cold-anomaly proportion.,numeric,proportion,,Rows with incomplete model variables are excluded,native LME grid cell,"annual, 1368–1911","Derived from REACHES, CESM LME, and population rasters",,Code/Analysis/coverage_population_GAM.R,GAMs M1–M4,All four GAMs are fit on this common complete-case panel.,verified from current scripts
D0344,COVERAGE_MODEL_PANEL,Output/Intermediate/coverage_population/coverage_population_model_panel.csv.gz,generated analysis dataset,CSV.GZ,,pwarm_g,Warm-anomaly proportion.,numeric,proportion,,Rows with incomplete model variables are excluded,native LME grid cell,"annual, 1368–1911","Derived from REACHES, CESM LME, and population rasters",,Code/Analysis/coverage_population_GAM.R,GAMs M1–M4,All four GAMs are fit on this common complete-case panel.,verified from current scripts
D0345,COVERAGE_MODEL_PANEL,Output/Intermediate/coverage_population/coverage_population_model_panel.csv.gz,generated analysis dataset,CSV.GZ,,nearest_pop_year,Population reference year nearest to the calendar year.,integer,Common Era year,,Rows with incomplete model variables are excluded,native LME grid cell,"annual, 1368–1911","Derived from REACHES, CESM LME, and population rasters",,Code/Analysis/coverage_population_GAM.R,GAMs M1–M4,All four GAMs are fit on this common complete-case panel.,verified from current scripts
D0346,COVERAGE_MODEL_PANEL,Output/Intermediate/coverage_population/coverage_population_model_panel.csv.gz,generated analysis dataset,CSV.GZ,,pop_hist,Historical population raster value selected for the year.,numeric,source raster unit,,Rows with incomplete model variables are excluded,native LME grid cell,"annual, 1368–1911","Derived from REACHES, CESM LME, and population rasters",,Code/Analysis/coverage_population_GAM.R,GAMs M1–M4,All four GAMs are fit on this common complete-case panel.,verified from current scripts
D0347,COVERAGE_MODEL_PANEL,Output/Intermediate/coverage_population/coverage_population_model_panel.csv.gz,generated analysis dataset,CSV.GZ,,Hgu,Population covariate log1p(pop_hist).,numeric,log-transformed source unit,,Rows with incomplete model variables are excluded,native LME grid cell,"annual, 1368–1911","Derived from REACHES, CESM LME, and population rasters",,Code/Analysis/coverage_population_GAM.R,GAMs M1–M4,All four GAMs are fit on this common complete-case panel.,verified from current scripts
D0348,COVERAGE_METADATA,Output/Intermediate/coverage_population/coverage_population_metadata.csv,generated metadata,CSV,,quantity,Metadata quantity name.,character,none,,,coverage/population workflow,analysis-wide,Derived from input and model-panel diagnostics,,Code/Analysis/coverage_population_GAM.R,workflow documentation,,verified from current scripts
D0349,COVERAGE_METADATA,Output/Intermediate/coverage_population/coverage_population_metadata.csv,generated metadata,CSV,,value,Metadata value serialized as text.,character,mixed,,,coverage/population workflow,analysis-wide,Derived from input and model-panel diagnostics,,Code/Analysis/coverage_population_GAM.R,workflow documentation,,verified from current scripts
D0350,TABLE2_COVERAGE_GAM,Output/Tables/Table2_coverage_GAM.csv,generated manuscript table,CSV,,Model,Model identifier.,character,none,,,coverage GAM,analysis-wide,Derived from GAMs M1–M4,,Code/Analysis/coverage_population_GAM.R,manuscript Table 2,,verified from current scripts
D0351,TABLE2_COVERAGE_GAM,Output/Tables/Table2_coverage_GAM.csv,generated manuscript table,CSV,,Additional_terms,Additional covariate group beyond geography and year.,character,none,,,coverage GAM,analysis-wide,Derived from GAMs M1–M4,,Code/Analysis/coverage_population_GAM.R,manuscript Table 2,,verified from current scripts
D0352,TABLE2_COVERAGE_GAM,Output/Tables/Table2_coverage_GAM.csv,generated manuscript table,CSV,,n,Number of model observations.,numeric/integer,cell-years,,,coverage GAM,analysis-wide,Derived from GAMs M1–M4,,Code/Analysis/coverage_population_GAM.R,manuscript Table 2,,verified from current scripts
D0353,TABLE2_COVERAGE_GAM,Output/Tables/Table2_coverage_GAM.csv,generated manuscript table,CSV,,AIC,Akaike information criterion.,numeric,none,,,coverage GAM,analysis-wide,Derived from GAMs M1–M4,,Code/Analysis/coverage_population_GAM.R,manuscript Table 2,,verified from current scripts
D0354,TABLE2_COVERAGE_GAM,Output/Tables/Table2_coverage_GAM.csv,generated manuscript table,CSV,,BIC,Bayesian information criterion.,numeric,none,,,coverage GAM,analysis-wide,Derived from GAMs M1–M4,,Code/Analysis/coverage_population_GAM.R,manuscript Table 2,,verified from current scripts
D0355,TABLE2_COVERAGE_GAM,Output/Tables/Table2_coverage_GAM.csv,generated manuscript table,CSV,,Deviance_explained,Fraction of model deviance explained.,numeric,proportion,,,coverage GAM,analysis-wide,Derived from GAMs M1–M4,,Code/Analysis/coverage_population_GAM.R,manuscript Table 2,,verified from current scripts
